gene,log2FC,mean_tumor,mean_normal,p_value,t_statistic,rank,adj_p_value,neg_log10_p,significant,direction
CYB5A,-1.1143,9.8821,10.9964,0.0011130920961232302,-3.982,5118,0.004976074083489548,2.3031131625191654,True,Downregulated in Tumor
RP11-66N11.7,-1.113,5.066,6.179,0.0011133680650394066,-4.4226,5119,0.004976335481168514,2.3030903492358403,True,Downregulated in Tumor
SLC7A11,1.2689,6.6196,5.3507,0.0011139275385918573,4.061,5121,0.004976891638934133,2.303041814977351,True,Upregulated in Tumor
ARHGAP11A,2.1865,3.7707,1.5842,0.0011148631109350936,4.8632,5123,0.004979127069723783,2.302846790178514,True,Upregulated in Tumor
COPZ2,-1.0354,6.3927,7.4281,0.0011233322743010646,-3.523,5133,0.005007177563999291,2.3004070074231926,True,Downregulated in Tumor
ARHGAP11B,3.238,4.6482,1.4102,0.0011309334752549252,5.2951,5139,0.00503517375244847,2.2979855383322896,True,Upregulated in Tumor
LTB,1.173,6.8454,5.6724,0.0011331736037500616,3.5453,5141,0.005042600776062192,2.2973454136803175,True,Upregulated in Tumor
NT5E,-1.3207,6.4361,7.7567,0.0011395066558356581,-4.399,5151,0.005061524419631112,2.2957186635303795,True,Downregulated in Tumor
BIRC7,-3.0051,1.5175,4.5225,0.0011428412508120074,-4.3602,5156,0.00507141346364987,2.294870980723751,True,Downregulated in Tumor
CCDC3,-2.0964,6.1669,8.2633,0.0011556405173102596,-4.6151,5164,0.005119604241525228,2.290763609798545,True,Downregulated in Tumor
CST2,-1.7683,5.9108,7.6791,0.0011643759773568468,-3.4656,5173,0.005149994657244279,2.288193221508427,True,Downregulated in Tumor
MIR1-2,1.5842,7.6715,6.0874,0.0011685709414525208,4.2442,5174,0.005167549891850343,2.28671532163813,True,Upregulated in Tumor
CDC20,4.7634,7.6902,2.9268,0.001171464466339076,5.0499,5176,0.005178343699736874,2.2858091277239674,True,Upregulated in Tumor
CENPM,4.427,6.7423,2.3153,0.0011733103118578313,5.197,5177,0.005185501243057211,2.2852092572937597,True,Upregulated in Tumor
ASTN1,-1.6616,3.4174,5.079,0.001175240592624053,-3.5294,5178,0.005193029115341509,2.2845792424739386,True,Downregulated in Tumor
IKBKE,1.0469,6.0707,5.0238,0.0011936073298658102,4.2155,5187,0.005265034838505829,2.2785987507613474,True,Upregulated in Tumor
OMD,-2.3119,5.6386,7.9505,0.0012026290340178976,-4.2323,5192,0.005299721166858532,2.2757469792445404,True,Downregulated in Tumor
FEZ1,-1.2042,5.2378,6.442,0.0012106600913937182,-3.7496,5196,0.0053310051753441634,2.273190895861395,True,Downregulated in Tumor
ACOX3,-1.0084,6.2654,7.2738,0.001218834144329097,-4.0339,5202,0.005360808385668924,2.27076971572449,True,Downregulated in Tumor
RBM6,-1.024,7.6966,8.7206,0.0012199274005303855,-3.5465,5205,0.005362524288978909,2.2706307277124647,True,Downregulated in Tumor
TACC3,3.6275,7.2038,3.5763,0.001230912785298727,5.2003,5214,0.005401473825783443,2.2674877240524114,True,Upregulated in Tumor
TWIST2,-1.2978,6.5687,7.8665,0.001231682722246491,-5.1233,5215,0.005403816046979811,2.2672994433549216,True,Downregulated in Tumor
SLC16A9,-1.3186,4.6954,6.0139,0.0012432156158082948,-4.1413,5228,0.005440851815167135,2.2643331022013538,True,Downregulated in Tumor
IL4I1,2.6267,6.5003,3.8737,0.0012481432035227737,4.8158,5232,0.005457560226044472,2.2630014630041715,True,Upregulated in Tumor
COL8A1,1.5384,7.5247,5.9863,0.0012534572120298576,4.0758,5241,0.005471490475347305,2.261894352451702,True,Upregulated in Tumor
SLC38A1,-1.0441,9.8807,10.9249,0.0012643204945488537,-4.2335,5250,0.005508932729296889,2.25893253085295,True,Downregulated in Tumor
PRKCH,-1.0115,7.6499,8.6614,0.0012693048675971475,-4.575,5258,0.005523334988707253,2.257798616139858,True,Downregulated in Tumor
BTG2,-1.1368,9.7993,10.9361,0.0012746245887758439,-4.1965,5260,0.005544374637108614,2.2561474318356627,True,Downregulated in Tumor
BARX2,-1.1805,5.4726,6.6532,0.0012828187713522228,-4.3748,5266,0.005573659986429711,2.2538595283606657,True,Downregulated in Tumor
FAM64A,3.5378,6.4227,2.885,0.0012950532128683967,5.1463,5273,0.005619347147815081,2.2503141375574414,True,Upregulated in Tumor
TTC39A,-1.2404,7.6994,8.9398,0.0012982469429304627,-3.6416,5277,0.005628032059850728,2.2496434372897784,True,Downregulated in Tumor
KLHL11,1.1071,5.8902,4.7831,0.001303288340403134,4.0949,5279,0.005647591779716889,2.2481367025765744,True,Upregulated in Tumor
SERPINA3,-1.2837,10.7915,12.0752,0.0013176957442227572,-3.509,5290,0.005699220912630754,2.2441845086206484,True,Downregulated in Tumor
DHCR24,-1.4813,9.2554,10.7367,0.0013191418546813958,-4.1415,5291,0.005704397209433063,2.2437902412454576,True,Downregulated in Tumor
RAG2,1.3326,6.6472,5.3146,0.0013321503708579993,3.8014,5293,0.005758473547181377,2.2396926238498445,True,Upregulated in Tumor
ARF1P1,1.4193,6.8412,5.4219,0.0013451544634717125,5.2496,5306,0.005800439902795473,2.2365390684867195,True,Upregulated in Tumor
DBET,-1.5867,4.6579,6.2446,0.0013500319595520327,-4.1957,5310,0.005817086861497271,2.23529445121155,True,Downregulated in Tumor
OLFM4,-3.5977,3.9211,7.5188,0.0013586769926074943,-4.2866,5313,0.00585103135532834,2.232767574524799,True,Downregulated in Tumor
CLIC2,-1.1609,5.7343,6.8952,0.001361839934362613,-3.5928,5315,0.005862445474735011,2.2319211835317567,True,Downregulated in Tumor
GPR52,1.0081,6.536,5.5279,0.0013701303875552414,3.9335,5321,0.005891483418016148,2.2297753403325493,True,Upregulated in Tumor
PREX1,-1.2942,7.467,8.7613,0.0013760223298089455,-3.7314,5324,0.005912211265619434,2.2282500553552125,True,Downregulated in Tumor
CCDC74A,-1.268,7.9668,9.2348,0.001384164582412391,-3.7527,5332,0.005939387520171432,2.2262583379016965,True,Downregulated in Tumor
FUT9,-1.0618,4.6418,5.7037,0.0013915958763325317,-3.776,5338,0.00596472717319002,2.2244094161827177,True,Downregulated in Tumor
TMSB15A,1.2275,7.735,6.5075,0.0013980371529113593,3.6956,5346,0.005983368884888122,2.223054221337659,True,Upregulated in Tumor
SIX2,2.7901,5.9213,3.1312,0.001400611375129768,4.4898,5347,0.005993265057596613,2.2223365148104284,True,Upregulated in Tumor
AL928742.12,-1.2365,4.7634,5.9999,0.0014093229038828104,-4.0128,5356,0.006020408521441131,2.2203740382126043,True,Downregulated in Tumor
RCVRN,1.0108,6.1643,5.1535,0.0014101209460582742,4.4607,5357,0.0060226287192204405,2.220213909229202,True,Upregulated in Tumor
IGKV1OR2-108,-1.7943,9.7464,11.5406,0.001410632312338389,-3.3889,5359,0.0060226287192204405,2.220213909229202,True,Downregulated in Tumor
PARK2,1.3284,6.042,4.7136,0.0014159559204419544,4.4429,5362,0.006041975281557612,2.2188210558096912,True,Upregulated in Tumor
CMA1,-2.3211,2.971,5.2921,0.0014179229462950272,-4.476,5365,0.006046985463416631,2.218461075410187,True,Downregulated in Tumor
CNTN3,-1.347,3.9646,5.3116,0.0014302962023376945,-3.5604,5371,0.006092939324052588,2.2151731467336226,True,Downregulated in Tumor
TSC2,-1.0146,7.0763,8.0909,0.0014325894220876532,-4.1068,5374,0.006099301447220972,2.214719901872758,True,Downregulated in Tumor
GGH,1.063,8.0989,7.0359,0.0014454428940851962,3.3992,5382,0.006144635399162186,2.2115038815048917,True,Upregulated in Tumor
ALDH4A1,-1.2647,7.3954,8.6601,0.0014462289797173102,-4.2524,5384,0.006145935931636712,2.211411971362698,True,Downregulated in Tumor
SPEF1,-1.1941,4.5285,5.7226,0.0014471907080256165,-3.3814,5386,0.006146744420582033,2.2113548443117894,True,Downregulated in Tumor
GPR31,2.5786,3.3765,0.7979,0.0014522154488342113,4.499,5392,0.006161270892139476,2.210329696193599,True,Upregulated in Tumor
DCHS1,-1.0035,6.4712,7.4747,0.001461276616945623,-4.079,5400,0.006190642252785265,2.2082642924384617,True,Downregulated in Tumor
POLD4,-1.007,7.1428,8.1497,0.0014677216553717553,-3.3768,5402,0.006216488610682296,2.206454857691136,True,Downregulated in Tumor
ABCG4,-2.7871,2.0942,4.8813,0.0014726788357498327,-4.2949,5404,0.00623481223436248,2.205176621064052,True,Downregulated in Tumor
IGK,-1.1379,12.1812,13.3191,0.0014776035974075068,-3.3748,5409,0.006249720735097062,2.2041393884024894,True,Downregulated in Tumor
CCL21,-3.0179,4.7377,7.7556,0.0014780772487695687,-4.7653,5411,0.006249936694113423,2.204124381621757,True,Downregulated in Tumor
MRC1,-1.6453,7.5051,9.1505,0.0014827129160087961,-4.5751,5417,0.006262593966823197,2.20324574472284,True,Downregulated in Tumor
NME8,1.2916,6.5098,5.2182,0.0014952398618303061,3.9206,5419,0.006313173655411958,2.1997522644426595,True,Upregulated in Tumor
LRP6,1.0317,8.8388,7.8071,0.0014972309543613493,4.0678,5423,0.006316917616778106,2.1994947869986152,True,Upregulated in Tumor
CD248,-1.4952,6.952,8.4472,0.001540982485481163,-4.9755,5440,0.006480739822185603,2.1883754135194176,True,Downregulated in Tumor
RAB7B,-1.0337,5.4526,6.4863,0.0015438144257567334,-3.8255,5444,0.006485853255422403,2.188032881608352,True,Downregulated in Tumor
TDO2,2.7644,5.6483,2.8839,0.0015639743393455106,5.0003,5462,0.00655139745225655,2.1836660525164886,True,Upregulated in Tumor
TOP2A,5.2448,8.9068,3.662,0.001568053154626339,5.2393,5466,0.006563447689902684,2.1828679716956563,True,Upregulated in Tumor
IL4,1.143,8.4847,7.3417,0.0015743964537751468,4.0971,5472,0.0065830027160773685,2.1815759657225695,True,Upregulated in Tumor
IL1R1,-1.1485,8.1876,9.3361,0.001592429713497344,-3.9629,5481,0.006646983256092475,2.17737541522252,True,Downregulated in Tumor
ZFR2,1.2395,5.7452,4.5057,0.0016286826352981945,4.3899,5499,0.006776551863179248,2.168991233525316,True,Upregulated in Tumor
SHISA8,1.0583,5.5299,4.4716,0.0016300395945425532,4.3826,5500,0.006780114461935186,2.168762974308861,True,Upregulated in Tumor
MMP13,2.982,6.5742,3.5922,0.001640053129302644,4.8148,5510,0.006810238765597911,2.1668376615433287,True,Upregulated in Tumor
EGF,-2.3799,4.7636,7.1435,0.0016691901617643071,-4.0469,5524,0.006913662364440141,2.1602918334775825,True,Downregulated in Tumor
AQP7,-1.2445,5.7476,6.9921,0.001692640356973944,-4.4278,5537,0.006994331112075824,2.1552538120119595,True,Downregulated in Tumor
DGKD,-1.0661,8.001,9.0671,0.0017036294820710085,-3.7719,5549,0.007024516588535713,2.153383557565966,True,Downregulated in Tumor
AURKB,3.3601,7.135,3.7749,0.0017133694074488223,4.8875,5554,0.007057936449905611,2.1513222563727017,True,Upregulated in Tumor
CCDC114,-1.4853,3.3688,4.8541,0.0017135855323088143,-3.6306,5555,0.007057936449905611,2.1513222563727017,True,Downregulated in Tumor
GRIN3A,1.0976,5.5218,4.4241,0.0017172579965228777,4.5345,5560,0.007065886836604196,2.1508333222694014,True,Upregulated in Tumor
PENK,-3.4017,4.3272,7.729,0.0017236933242595794,-5.0987,5566,0.0070855377756125,2.1496271822382953,True,Downregulated in Tumor
KCNJ13,3.4113,4.4661,1.0548,0.0017284165555150942,4.4256,5567,0.007103677167268791,2.1485167836680183,True,Upregulated in Tumor
N4BP2L2-IT2,-1.1045,5.2921,6.3965,0.0017367071002555672,-3.8585,5570,0.007133540449874355,2.146694871800604,True,Downregulated in Tumor
SNX10,1.153,8.3614,7.2084,0.0017369298009724664,4.0447,5571,0.007133540449874355,2.146694871800604,True,Upregulated in Tumor
AOX1,-1.374,6.0814,7.4554,0.0017508270854635695,-4.6405,5577,0.007182059048481561,2.1437510285716437,True,Downregulated in Tumor
VSIG2,-1.2967,4.9993,6.2959,0.0017587789196240745,-3.6908,5584,0.007206458037428157,2.1422781378829323,True,Downregulated in Tumor
GABRE,-1.6031,5.8523,7.4554,0.001775823837530309,-3.9748,5596,0.007260695032647153,2.13902180431428,True,Downregulated in Tumor
MFGE8,-1.3014,8.4334,9.7348,0.0017763933232122335,-3.5854,5597,0.007261725787939236,2.138960154629035,True,Downregulated in Tumor
CTSK,-1.0826,10.1158,11.1984,0.0018015256690563021,-3.7292,5616,0.007339537273020901,2.134331319662724,True,Downregulated in Tumor
NKX2-5,1.0121,5.9361,4.924,0.0018179441518472667,4.4195,5628,0.007390647156052854,2.1313175312943367,True,Upregulated in Tumor
ACPT,1.1063,5.0447,3.9384,0.0018223936424717117,3.9497,5632,0.0074033511081099315,2.130571653468155,True,Upregulated in Tumor
IGKV1-37,-2.4996,8.0146,10.5142,0.0018230371162719034,-3.3275,5634,0.0074033511081099315,2.130571653468155,True,Downregulated in Tumor
CH25H,-1.5872,5.2676,6.8548,0.00183507883922104,-4.6609,5640,0.007444433305208758,2.1281683565804372,True,Downregulated in Tumor
FFAR4,2.6943,3.3822,0.6879,0.0018400483704950593,4.3362,5641,0.007463270114683028,2.1270708398758615,True,Upregulated in Tumor
PRRX1,-1.1077,8.0339,9.1416,0.0018555815143756033,-3.6435,5651,0.007512954353019608,2.1241892498254793,True,Downregulated in Tumor
CYP2B6,-3.2448,4.254,7.4988,0.0018778248797439577,-3.8164,5668,0.00757906431362177,2.120384407628365,True,Downregulated in Tumor
TSC22D3,-1.1129,9.5417,10.6545,0.0018852248261840207,-3.7757,5671,0.007606056078838017,2.1188404768944444,True,Downregulated in Tumor
HBBP1,-1.3792,4.4453,5.8245,0.0018889783310138543,-3.8308,5673,0.007618512993759384,2.1181297874038765,True,Downregulated in Tumor
SALL4,1.814,6.0079,4.194,0.0019076814165684894,4.9182,5685,0.007677704628159549,2.1147685998023475,True,Upregulated in Tumor
RP11-353N14.2,-1.0892,3.6272,4.7164,0.00191740411885188,-3.2995,5692,0.007707344736354711,2.1130952153297797,True,Downregulated in Tumor
APOC2,1.3369,7.3588,6.022,0.0019273172312676936,4.3978,5698,0.007737268386813844,2.111412338273501,True,Upregulated in Tumor
SPPL2C,-1.0733,3.9973,5.0707,0.001929925943409922,-3.4897,5701,0.007745431605897038,2.110954376634693,True,Downregulated in Tumor
LRRC16B,-1.0555,5.5643,6.6198,0.001953426889193592,-3.7447,5713,0.007823281502669243,2.1066110423915396,True,Downregulated in Tumor
SELENBP1,-1.2737,8.3269,9.6006,0.001956778169089625,-3.2899,5714,0.007835331555612638,2.1059426214383508,True,Downregulated in Tumor
DNAH11,1.0408,5.375,4.3341,0.001958972017433013,4.4857,5715,0.007842743614849929,2.1055319821690373,True,Upregulated in Tumor
COLEC12,-1.221,7.2923,8.5133,0.0019598035285969167,-4.3745,5716,0.007844699918526496,2.105423664724674,True,Downregulated in Tumor
PPP1R3C,-1.1869,6.4492,7.6361,0.00198120091610175,-3.4171,5729,0.007912354156119399,2.1016942820016102,True,Downregulated in Tumor
GULP1,-1.0755,7.2121,8.2877,0.001987801838789476,-4.2888,5733,0.007932328484443326,2.10059930959189,True,Downregulated in Tumor
THNSL2,-1.0406,7.5168,8.5574,0.0019886340108100893,-4.2646,5735,0.007933730805115054,2.1005225394096962,True,Downregulated in Tumor
PGRMC2,-1.4008,7.8351,9.2359,0.001995227896456792,-3.27,5738,0.007955875613616487,2.099312015485042,True,Downregulated in Tumor
CKAP2L,4.7031,6.4286,1.7256,0.0020042026517240264,4.9727,5741,0.007987485920823153,2.097589894343929,True,Upregulated in Tumor
CYP4A11,1.1545,6.205,5.0504,0.0020121588505470885,4.4635,5749,0.00800803522360713,2.09647402526593,True,Upregulated in Tumor
LIF,-2.2489,4.5787,6.8275,0.002025546490594416,-3.8345,5754,0.008054310689051136,2.0939716218184756,True,Downregulated in Tumor
INADL,1.0644,8.295,7.2306,0.0020312667579185134,3.8839,5757,0.008071798438137646,2.0930296914561715,True,Upregulated in Tumor
PON3,-2.432,5.8658,8.2977,0.0020372563879517045,-4.2163,5765,0.008085416505869037,2.092297603272545,True,Downregulated in Tumor
NKX3-1,-1.0151,5.8171,6.8323,0.0020630246822600493,-3.5143,5780,0.008166436804517289,2.0879673943471295,True,Downregulated in Tumor
UCHL1,1.5115,7.6286,6.1172,0.002082489552349288,3.6225,5792,0.008226409005136692,2.0847897017976504,True,Upregulated in Tumor
SPP1,1.8645,10.8891,9.0246,0.0021382817807651293,3.9648,5813,0.008414889871750741,2.0749515633962887,True,Upregulated in Tumor
C3orf67,1.158,4.7503,3.5923,0.0021382941308723258,3.9482,5814,0.008414889871750741,2.0749515633962887,True,Upregulated in Tumor
NEBL-AS1,-1.2499,3.1809,4.4308,0.002211091416713106,-3.5803,5839,0.00866411570720943,2.062275756444252,True,Downregulated in Tumor
ZNF564,-1.1719,4.0275,5.1994,0.002239557870290813,-3.2451,5854,0.008753174593825385,2.057834408859287,True,Downregulated in Tumor
ITGB6,-1.4734,8.3674,9.8409,0.002244052232610206,-3.486,5856,0.008766351208187126,2.0571811341016066,True,Downregulated in Tumor
KCND3,-1.5218,6.0308,7.5526,0.0022703566832977568,-4.0547,5872,0.008846348929470824,2.053235934607481,True,Downregulated in Tumor
LFNG,-1.6704,6.5108,8.1812,0.0022774583374772306,-3.2788,5876,0.008867979367167978,2.05217532601487,True,Downregulated in Tumor
ST18,-1.7116,3.0579,4.7695,0.0023044514816676263,-3.3611,5885,0.008959362769847967,2.047722878215128,True,Downregulated in Tumor
GLP1R,1.2106,7.363,6.1524,0.002316960082348557,3.8594,5897,0.008989663673755297,2.046256556027003,True,Upregulated in Tumor
FAM72A,3.4514,7.5936,4.1422,0.0023224990354947465,4.5552,5902,0.009003520490023688,2.045587642734388,True,Upregulated in Tumor
MSANTD3-TMEFF1,1.1241,5.3148,4.1907,0.0023426810518652943,3.4155,5911,0.009067931393449151,2.042491774337224,True,Upregulated in Tumor
IGKC,-1.0885,11.6267,12.7153,0.0023449957575250456,-3.2135,5912,0.009075355705712626,2.0421363439226248,True,Downregulated in Tumor
GGT5,-1.3352,6.319,7.6542,0.0024104995683207463,-4.2032,5934,0.009292847422984467,2.0318511933676113,True,Downregulated in Tumor
PERM1,-1.8559,3.8275,5.6834,0.0024107187361007334,-3.5335,5935,0.009292847422984467,2.0318511933676113,True,Downregulated in Tumor
HTR4,1.0534,5.9437,4.8903,0.002427431716395041,3.5165,5945,0.009342243510701183,2.0295488167768263,True,Upregulated in Tumor
ZG16B,-1.4076,7.7724,9.18,0.0024435444161964937,-3.2014,5956,0.009386886541735355,2.0274784313720313,True,Downregulated in Tumor
UBASH3A,-1.0416,3.2462,4.2879,0.0024996565190248065,-3.2108,5985,0.009555913309154148,2.0197277988056634,True,Downregulated in Tumor
PDE4B,-1.273,8.19,9.463,0.0025149761223239643,-3.4946,5989,0.009608057051055652,2.0173644268286,True,Downregulated in Tumor
MAP1B,-1.1123,7.6641,8.7764,0.002532468450085916,-3.6967,5998,0.00965945068316795,2.0150475704843256,True,Downregulated in Tumor
CST1,2.1143,3.8542,1.7399,0.0025591539948301443,3.5009,6009,0.009742699356753651,2.0113206988375834,True,Upregulated in Tumor
KCNK1,1.1888,8.1035,6.9147,0.0025922350619972914,3.4951,6022,0.00984894357663534,2.0066103505625836,True,Upregulated in Tumor
AKR1C1,-2.6142,7.3789,9.9932,0.0025984340711985043,-4.6053,6026,0.009865942839200427,2.005861405059946,True,Downregulated in Tumor
HSPB8,-2.0436,6.0927,8.1362,0.002609125617946223,-3.908,6035,0.009891763734649475,2.00472626533575,True,Downregulated in Tumor
PMAIP1,1.1306,8.5077,7.3771,0.00261241851871081,3.627,6037,0.009900966656965932,2.0043224020396444,True,Upregulated in Tumor
NR4A2,-1.7726,7.031,8.8035,0.002646074766455226,-4.0289,6047,0.01001193825971483,1.9994818372048286,True,Downregulated in Tumor
RASD2,1.0224,6.8217,5.7993,0.002648773038303398,3.3448,6049,0.010018834041392253,1.9991828172764698,True,Upregulated in Tumor
FAM129B,-1.2447,7.6577,8.9024,0.0026526129211767316,-3.1734,6051,0.010030041916463991,1.998697252019365,True,Downregulated in Tumor
CDC42EP5,-1.1374,7.4533,8.5907,0.002653585322530119,-4.2694,6052,0.010031051659479725,1.9986535329849482,True,Downregulated in Tumor
RP11-90P13.1,2.5978,4.1536,1.5558,0.002683415957198764,3.7675,6062,0.010128102458051421,1.9944719138885993,True,Upregulated in Tumor
APOBEC3A,1.7449,5.459,3.7141,0.002686006393828818,4.0709,6063,0.010136207536005831,1.9941245059758965,True,Upregulated in Tumor
C5orf46,1.0466,6.9406,5.894,0.002692061691899063,3.2248,6066,0.010154034208811502,1.993361377796389,True,Upregulated in Tumor
IFI6,1.5614,8.5357,6.9742,0.002697113683817428,3.6903,6069,0.010167434121483087,1.9927886328667297,True,Upregulated in Tumor
IL21,-1.0793,3.0958,4.1751,0.0027064995881396865,-3.1769,6073,0.01019535505562362,1.9915976452156035,True,Downregulated in Tumor
NRP1,-1.011,6.9662,7.9772,0.00270658158251127,-3.9965,6074,0.01019535505562362,1.9915976452156035,True,Downregulated in Tumor
PLEKHS1,-1.0266,5.4152,6.4418,0.0027384592788072377,-3.2044,6093,0.010283267405072969,1.9878688706977077,True,Downregulated in Tumor
EGFL7,-1.6379,6.1519,7.7898,0.002739994718304209,-4.2412,6096,0.01028396967762472,1.9878392125483988,True,Downregulated in Tumor
CAPN8,-1.8449,6.2257,8.0706,0.002803364020623909,-3.541,6117,0.010485690500551748,1.9794029652267409,True,Downregulated in Tumor
PPP1R1B,-1.4981,7.95,9.4481,0.002852889273881226,-3.1834,6134,0.010641360708575555,1.9730028353452922,True,Downregulated in Tumor
SMPDL3A,-1.097,7.2922,8.3892,0.0028586154341693456,-4.0384,6136,0.010659243991817897,1.972273596606343,True,Downregulated in Tumor
DSERG1,-1.0147,7.0245,8.0391,0.002870997431921145,-3.9345,6142,0.010694956242649916,1.9708209879615097,True,Downregulated in Tumor
TFEC,1.3611,5.9467,4.5856,0.0028877643101266853,3.8801,6148,0.010746917276463657,1.9687160940571813,True,Upregulated in Tumor
ORM1,1.5917,4.1685,2.5769,0.0029014159924784207,3.1875,6157,0.010781938916340144,1.9673031329388013,True,Upregulated in Tumor
OAF,-1.3139,7.19,8.5039,0.0029043615258817343,-4.5046,6158,0.01079113213903444,1.9669329894280814,True,Downregulated in Tumor
RBM20,-2.4205,2.699,5.1195,0.0029327000098763535,-3.7027,6171,0.01087346884232231,1.9636318856512622,True,Downregulated in Tumor
BEX5,-1.0162,6.4491,7.4653,0.0029393252319134455,-3.53,6174,0.010892737496951674,1.9628629622628864,True,Downregulated in Tumor
PRH1,-1.0895,5.5275,6.617,0.002949329421252257,-3.6362,6180,0.01091920018741936,1.9618091717880184,True,Downregulated in Tumor
RP11-389C8.2,-1.4013,3.0963,4.4977,0.0029552724734370423,-3.3865,6183,0.010935894257195461,1.9611456977579496,True,Downregulated in Tumor
SLAMF8,1.4096,5.8961,4.4864,0.0029583219676525218,3.7583,6185,0.01094226222359602,1.9608928818729152,True,Upregulated in Tumor
ANKRD26P3,2.7214,4.3953,1.6739,0.0030031584469336664,4.3505,6205,0.011073693032367814,1.9557075194909204,True,Upregulated in Tumor
PHF8,1.1778,7.6586,6.4808,0.003064502398591249,3.9679,6234,0.011247323528997077,1.9489508122085415,True,Upregulated in Tumor
FTX,-1.3182,6.9483,8.2665,0.00306704708357674,-3.8933,6237,0.011250968268195643,1.9488101001802658,True,Downregulated in Tumor
AK025288,-1.1828,7.3216,8.5044,0.003069254875374665,-3.649,6240,0.01125284669564613,1.9487375977463801,True,Downregulated in Tumor
CYP4Z2P,-3.3819,3.817,7.1989,0.003075808852498694,-3.6251,6244,0.01126943977080369,1.9480976731727102,True,Downregulated in Tumor
IRGC,2.7868,3.7325,0.9457,0.0031062039707053482,4.3343,6254,0.01136391858806178,1.9444718862551718,True,Upregulated in Tumor
PGLYRP1,-1.4103,3.7975,5.2077,0.0031171366615521706,-3.4212,6258,0.011396626209062585,1.9432236956497766,True,Downregulated in Tumor
PRAME,3.3636,5.9627,2.5991,0.0031605411549384733,4.057,6275,0.011524013007966896,1.938396260172512,True,Upregulated in Tumor
LINC01087,-1.5371,4.0033,5.5404,0.0031659734032114923,-3.4766,6276,0.011541980794372044,1.9377196526841904,True,Downregulated in Tumor
MIR155,1.4983,5.262,3.7637,0.0031791998089352623,3.7164,6281,0.011580150026652584,1.9362858140692656,True,Upregulated in Tumor
ELAVL3,-1.2196,3.5644,4.784,0.003187143860758781,-3.3075,6288,0.011596986567137549,1.9356548458835665,True,Downregulated in Tumor
ARL14,1.0418,1.3521,0.3103,0.0031928505745558613,3.3429,6293,0.011608520760501844,1.935223117598284,True,Upregulated in Tumor
KRT23,-1.842,7.491,9.333,0.0032797268462451514,-3.0968,6328,0.011858430822074759,1.9259727755924272,True,Downregulated in Tumor
ERAP1,1.1629,7.175,6.0121,0.0032857341856180823,3.8619,6332,0.0118726465835347,1.9254524597727058,True,Upregulated in Tumor
PTCHD1,-1.5537,5.3325,6.8862,0.0032907910894548046,-3.2751,6336,0.011883412267475682,1.92505883577313,True,Downregulated in Tumor
RAD54B,1.6116,6.6527,5.0411,0.0032935316077483904,3.9784,6337,0.011891431779277761,1.9247658513187678,True,Upregulated in Tumor
CHI3L1,-1.6303,8.454,10.0844,0.0033179435399416667,-3.3126,6342,0.011970127435172711,1.9219012260265294,True,Downregulated in Tumor
TM7SF2,-1.9373,4.6648,6.6021,0.0033345162279589564,-3.2112,6351,0.012012869043568087,1.9203532572944018,True,Downregulated in Tumor
MICB,1.0095,6.0857,5.0761,0.0033388717215008124,3.0914,6355,0.012020988983153201,1.9200598008642724,True,Upregulated in Tumor
UBE2T,2.3605,8.6723,6.3118,0.003345822156542894,4.2656,6358,0.012040328867836021,1.9193616506582702,True,Upregulated in Tumor
CTD-3126B10.1,-1.119,4.0948,5.2138,0.00338435274423936,-3.3588,6375,0.012146508358932792,1.915548546623693,True,Downregulated in Tumor
HMMR,3.8291,7.5514,3.7223,0.0034319759145247856,4.5258,6400,0.012269084658887725,1.9111878368184418,True,Upregulated in Tumor
SIK1,-1.1899,8.0922,9.2821,0.0034324480289134756,-3.913,6401,0.012269084658887725,1.9111878368184418,True,Downregulated in Tumor
TACC2,-1.1071,7.2857,8.3928,0.003502730024249069,-3.4745,6422,0.012479362029713281,1.9038076161004804,True,Downregulated in Tumor
GPR133,-1.3765,4.4687,5.8451,0.003518394999336055,-3.4024,6427,0.012525420504871472,1.9022076850311964,True,Downregulated in Tumor
PTPN13,-1.0268,6.9119,7.9387,0.003524528022766503,-3.5443,6430,0.012541399869501958,1.90165398490332,True,Downregulated in Tumor
HBB,-3.1327,7.8252,10.9579,0.0035948101580795424,-4.3375,6448,0.012755777980282249,1.8942930484426737,True,Downregulated in Tumor
PDE9A,-1.0117,5.7348,6.7465,0.0035968997357627604,-3.0662,6449,0.012761213514382379,1.8941080248671411,True,Downregulated in Tumor
HBG1,-2.9922,4.9438,7.936,0.003602426002814498,-4.1205,6453,0.012771016022492225,1.8937745502378347,True,Downregulated in Tumor
B3GALT5,-2.7268,3.0643,5.7911,0.003620895616728494,-3.5716,6465,0.01281342277940431,1.892334844053061,True,Downregulated in Tumor
ATP6V1C2,1.0283,5.9317,4.9034,0.00362798710270349,3.3616,6468,0.012833695873508945,1.8916482566157993,True,Upregulated in Tumor
LINC01212,1.4074,6.5977,5.1903,0.003653959217865456,3.9869,6481,0.012899643095936065,1.8894223054844554,True,Upregulated in Tumor
WNT5A,-1.1104,6.9172,8.0276,0.0037021478767384083,-3.3845,6495,0.013040717425642936,1.8846985155498626,True,Downregulated in Tumor
BMP15,1.0367,5.4883,4.4516,0.003708036120960606,3.5787,6499,0.013054295498935017,1.8842465607756032,True,Upregulated in Tumor
